599,train,1,3,999.6,0.17825078964233398,False
599,train,2,999,-99.9999999999986,9.497333765029907,False
599,train,3,3,999.6,0.12927937507629395,False
599,train,4,3,999.6,0.13902878761291504,False
599,train,5,999,-99.9999999999986,10.14435338973999,False
599,train,6,999,-99.9999999999986,10.170032978057861,False
599,train,8,3,999.6,0.12734460830688477,False
599,train,9,3,999.6,0.12842035293579102,False
599,train,10,7,999.1999999999999,0.17019104957580566,False
599,train,11,999,-99.9999999999986,10.66328239440918,False
599,train,12,8,999.1,0.1914665699005127,False
599,train,13,999,-99.9999999999986,10.73783254623413,False
599,train,14,999,-99.9999999999986,10.816375255584717,False
599,train,15,999,-99.9999999999986,10.902638673782349,False
599,train,16,3,999.6,0.12478089332580566,False
599,train,401,4,999.5,0.13733363151550293,False
599,train,402,999,-99.9999999999986,9.587556838989258,False
599,train,403,4,999.5,0.13658857345581055,False
599,train,404,4,999.5,0.13674545288085938,False
599,train,405,999,-99.9999999999986,10.315921068191528,False
599,train,406,999,-99.9999999999986,10.163692235946655,False
599,train,408,4,999.5,0.13653993606567383,False
599,train,409,6,999.3,0.17530488967895508,False
599,train,410,8,999.1,0.1801292896270752,False
599,train,411,999,-99.9999999999986,10.683043956756592,False
599,train,412,3,999.6,0.1243894100189209,False
599,train,413,3,999.6,0.13074421882629395,False
599,train,414,999,-99.9999999999986,10.979352951049805,False
599,train,415,999,-99.9999999999986,10.870189666748047,False
599,train,416,2,999.6999999999999,0.11490154266357422,False
599,train,407,999,-99.9999999999986,10.165015935897827,False
599,train,301,2,999.6999999999999,0.11815977096557617,False
599,train,302,999,-99.9999999999986,9.364843845367432,False
599,train,303,2,999.6999999999999,0.11714482307434082,False
599,train,304,2,999.6999999999999,0.1155095100402832,False
599,train,305,999,-99.9999999999986,10.1083824634552,False
599,train,306,999,-99.9999999999986,10.121416091918945,False
599,train,308,2,999.6999999999999,0.12060117721557617,False
599,train,309,2,999.6999999999999,0.1181337833404541,False
599,train,310,6,999.3,0.16691970825195312,False
599,train,311,999,-99.9999999999986,10.691104412078857,False
599,train,312,999,-99.9999999999986,10.777672290802002,False
599,train,313,999,-99.9999999999986,10.911019563674927,False
599,train,314,999,-99.9999999999986,11.186007738113403,False
599,train,315,999,-99.9999999999986,10.847128868103027,False
599,train,316,4,999.5,0.13611674308776855,False
599,train,307,999,-100100.00000000134,10.333117246627808,False
599,train,201,3,999.6,0.13108539581298828,False
599,train,202,999,-99.9999999999986,9.542236566543579,False
599,train,203,3,999.6,0.1266162395477295,False
599,train,204,3,999.6,0.13924360275268555,False
599,train,205,999,-99.9999999999986,10.172630310058594,False
599,train,206,999,-99.9999999999986,10.090043306350708,False
599,train,208,3,999.6,0.12956738471984863,False
599,train,209,3,999.6,0.13051724433898926,False
599,train,210,7,999.1999999999999,0.17586708068847656,False
599,train,211,999,-50099.999999999105,10.846866846084595,False
599,train,212,8,999.1,0.19342374801635742,False
599,train,213,999,-99.9999999999986,11.220767974853516,False
599,train,214,999,-99.9999999999986,12.937123537063599,False
599,train,215,999,-99.9999999999986,15.423298835754395,False
599,train,216,3,999.6,0.1496131420135498,False
599,train,207,999,-99.9999999999986,14.243043422698975,False
599,train,7,999,-99.9999999999986,14.384897232055664,False
599,train,101,3,999.6,0.16120338439941406,False
599,train,102,5,999.4,0.18815135955810547,False
599,train,103,3,999.6,0.16278457641601562,False
599,train,104,3,999.6,0.15579509735107422,False
599,train,105,999,-99.9999999999986,13.259517431259155,False
599,train,106,999,-99.9999999999986,14.094141483306885,False
599,train,108,3,999.6,0.13805580139160156,False
599,train,109,3,999.6,0.15682268142700195,False
599,train,110,999,-99.9999999999986,12.98557734489441,False
599,train,111,999,-99.9999999999986,15.597272634506226,False
599,train,112,999,-99.9999999999986,15.330831289291382,False
599,train,113,999,-99.9999999999986,14.811944484710693,False
599,train,114,999,-99.9999999999986,15.494593143463135,False
599,train,115,999,-99.9999999999986,14.975480794906616,False
599,train,116,3,999.6,0.1481773853302002,False
599,train,107,11,898.8000000000001,0.25918149948120117,False
